"prof","slogan","politician","econ","name","race","sex","order","choice","sec","corrup","emp","id","age","sex_respondent","state","income","trust_civpol","trust_milpol","trust_congress","trust_minpub","trust_mayor","trust_vereadores","trust_army","legit_1","legit_2","legit_3","legit_4","legit_5","contact_civpol","contact_milpol","contact_guarda","contact_saude","contact_educ","crime_victim","problem_corruption","problem_health","problem_security","problem_inequality","problem_unemployment","problem_other","covid_eval","covid_contact","ideology_self","ideology_mayor","ideology_president","vote","pres_vote_2018","party_mayor","party_self","auth_1","auth_2","auth_3","auth_4","religion","race_respondent","city","cep","urban","education"
"office","generic","politician","left","Nicolas Duarte","black","male",3,1,1,1,1,"R_1mwoU3BJGDxFcOR",59,1,21,3,4,4,1,3,3,2,5,3,3,4,4,4,1,1,2,2,1,1,1,3,2,5,4,"Educação ",4,4,6,2,6,3,1,9,12,1,2,2,2,6,"1","CANOAS","92110044",2,6
"doctor","jobs","politician","right","Isabella Nunes","black","female",3,5,2,1,2,"R_1mXl7ch2LIgi1dQ",21,2,19,7,3,1,NA,1,1,1,1,1,1,1,1,1,1,1,2,2,5,2,NA,NA,NA,NA,NA,"",1,NA,6,5,5,1,9,17,12,1,2,1,2,4,"4","Rio de janeiro","23093310",2,3
"captain","generic","novice","right","Isabella Nunes","white","female",3,1,1,1,1,"R_1n169t7i2XD6Ang",33,1,5,7,3,3,1,3,3,3,3,3,3,3,3,3,1,1,1,3,1,1,5,1,2,3,4,"",1,12,3,4,4,1,10,17,12,1,1,1,2,1,"4","Bahia","47530000",2,2
"pastor","corruption","politician","right","Cecilia Machado","pardo","female",3,3,3,3,3,"R_1N4bKDa8oxiwnFT",2,2,10,7,3,4,3,3,2,2,3,3,3,3,3,3,1,1,1,2,5,3,5,2,1,3,4,"não",3,12,4,3,6,2,10,3,12,1,2,1,1,4,"4","paraibano","65670000",2,3
"office","corruption","novice","right","Isabella Nunes","pardo","female",3,4,4,3,4,"R_1N4ZKWj2HO2dyNS",36,1,21,2,5,5,4,4,4,4,4,4,4,3,4,4,1,2,1,2,1,1,5,1,2,3,4,"",2,7,4,2,7,2,1,7,8,1,2,1,2,4,"1","Canoas","92420120",2,2
"doctor","jobs","novice","left","Olívia Mendes","white","female",3,2,2,2,2,"R_1N54mCKz42EScVo",22,2,21,5,4,5,1,2,2,1,2,2,5,4,3,3,1,3,1,1,1,1,1,2,3,5,4,"",3,NA,4,4,5,2,1,17,12,1,2,2,1,2,"1","Porto Alegre","91380090",2,5
"professor","jobs","politician","right","Hector Amaral","black","male",3,2,2,2,2,"R_1n7V8UY7PpPEjw2",3,1,1,7,2,2,2,2,1,2,2,4,5,5,5,5,1,1,1,1,1,1,1,5,2,3,4,"",4,5,4,5,5,2,9,12,12,1,2,1,2,4,"4","Rio Branco ","69901878",2,2
"professor","jobs","politician","right","Nicolas Duarte","white","male",3,3,2,3,3,"R_1N7Yo3iOysMZlIi",24,1,25,3,NA,2,1,1,1,1,3,2,3,2,1,3,2,2,3,3,2,2,2,4,5,3,1,"Transporte",3,3,4,5,6,2,1,4,9,2,2,1,2,2,"1","Taboão da Serra","6753030",2,5
"captain","jobs","politician","right","Bernardo Teixeira","white","male",3,2,3,2,2,"R_1n8dQdPGoVOS2Ny",2,2,25,7,2,2,2,3,1,2,2,1,1,2,4,2,1,1,1,2,4,2,4,2,3,5,1,"",1,2,4,3,3,2,1,NA,NA,2,2,1,1,4,"4","São Vicente","11365300",2,3
"professor","corruption","novice","left","Olívia Mendes","black","female",3,3,3,2,2,"R_1NbvjcvSiURP9p7",4,1,6,7,4,4,3,4,4,4,5,2,2,3,4,2,1,1,2,2,4,1,4,1,2,5,3,"",3,NA,NA,NA,NA,3,NA,NA,NA,2,2,2,1,11,"4","Irauçuba","62620000",1,3
"police","corruption","novice","right","Isabella Nunes","pardo","female",3,5,5,4,4,"R_1NCwljHx2DVl4Mb",30,1,14,7,5,5,3,5,2,4,5,5,5,5,5,5,3,3,3,3,3,1,3,1,2,4,5,"",3,3,2,3,7,2,1,14,12,1,NA,NA,NA,4,"4","Belém","",2,3
"police","generic","novice","left","Hector Amaral","black","male",3,1,1,1,1,"R_1NdW9TKiDDEVNis",17,1,6,1,3,4,3,3,4,4,1,2,2,3,5,2,1,1,1,3,4,1,1,3,5,2,4,"",5,12,0,NA,7,3,3,7,1,1,1,2,1,1,"1","Russas","62900-000 ",1,3
"doctor","corruption","politician","right","Hector Amaral","white","male",3,3,4,2,3,"R_1NFFl6zXWhl4nuA",7,2,2,1,4,3,2,3,3,3,4,3,4,4,1,1,1,1,1,1,1,2,1,2,3,4,5,"Melhoria da educação ",4,6,NA,3,7,3,9,4,12,1,1,2,2,4,"1","Maceió ","57017601",2,3
"doctor","generic","politician","right","Nicolas Duarte","black","male",3,1,1,1,1,"R_1Nm2H0gDSykvAnl",11,1,9,2,4,4,1,3,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,5,4,2,3,"educação ruim",1,NA,NA,NA,7,2,1,17,12,1,1,1,2,1,"3","valparaiso","72871661",1,4
"pastor","corruption","politician","left","Bernardo Teixeira","white","male",3,1,1,1,1,"R_1Nne1OCnd4WssSu",37,2,16,5,4,2,2,2,2,2,2,2,2,3,2,2,1,1,1,1,4,1,1,3,5,4,2,"Educação",4,5,5,6,7,2,5,4,12,1,1,1,1,6,"4","Cornélio Procópio","86300000",2,6
"pastor","generic","novice","left","Cecilia Machado","pardo","female",3,1,1,1,1,"R_1NThJkEqc4bbzkR",25,1,19,3,4,4,2,4,3,2,3,2,2,3,3,3,1,3,3,1,1,1,1,2,3,4,5,"",4,12,NA,7,7,2,3,16,12,1,2,1,2,2,"3","SÃO GONÇALO","24724140",2,3
"pastor","corruption","novice","right","Isabella Nunes","black","female",3,2,2,2,2,"R_1nV1rki31pxsiWb",4,2,22,1,4,4,4,3,3,4,4,4,4,4,4,3,3,3,1,3,3,1,NA,NA,NA,NA,NA,"",3,6,NA,NA,NA,NA,1,1,8,NA,NA,NA,2,2,"4","Nova Brasilândia Do Oeste ","76958-000 ",1,2
"office","corruption","politician","left","Nicolas Duarte","pardo","male",3,1,1,1,1,"R_1o1keHzecB68GsS",25,2,13,2,4,4,1,1,2,1,5,2,4,3,4,2,1,1,1,2,5,1,1,4,2,5,3,"fake news",4,3,6,7,7,3,1,3,12,1,2,1,1,1,"1","Itaúna","35680-577",2,4
"office","corruption","novice","right","Bernardo Teixeira","white","male",3,3,2,2,2,"R_1oAnHHQCazwLlRr",59,1,19,3,2,5,1,2,4,2,4,5,4,3,2,4,1,1,1,2,5,3,1,3,2,5,4,"Fome",3,11,1,3,7,3,2,17,14,1,2,NA,NA,2,"1","Rio de Janeiro","20921",2,3
"doctor","corruption","novice","right","Cecilia Machado","white","female",3,1,1,1,1,"R_1oFjRp50k15rBts",7,1,17,7,1,1,1,3,1,1,1,1,1,1,1,1,2,2,2,3,1,2,NA,NA,NA,NA,NA,"",2,2,0,7,7,2,3,17,1,2,1,1,2,7,"3","Recife","52040480",2,3
"captain","corruption","novice","right","Olívia Mendes","black","female",3,3,2,2,2,"R_1oj37rSxhTYGTBl",24,1,25,3,1,5,1,3,1,2,1,4,4,2,1,4,2,5,2,3,2,1,1,2,3,5,4,"superior tribunal federal",1,12,6,3,7,3,1,17,12,1,2,1,1,2,"4","são paulo ","3257180",2,4
"professor","generic","novice","right","Bernardo Teixeira","pardo","male",3,4,3,3,4,"R_1OlsVs8eO3yKRFg",37,1,25,7,1,2,1,2,2,2,2,2,2,4,4,1,2,3,4,1,3,1,1,2,3,4,5,"ineficiência pública , incompetência pública",4,5,3,6,7,2,5,4,12,1,2,2,1,2,"1","São José dos Campos","12238350",2,3
"professor","corruption","novice","left","Isabella Nunes","white","female",3,3,2,2,2,"R_1OOmUtngldf4c8z",18,2,19,3,NA,5,3,4,5,4,4,3,3,3,3,3,1,1,1,1,1,2,1,2,3,5,4,"",1,12,4,1,1,1,2,3,2,1,1,1,1,4,"4","Rio de Janeiro","20943000",1,5
"police","jobs","politician","left","Bernardo Teixeira","black","male",3,1,1,4,1,"R_1OOYX8lFl96r3ea",41,2,25,2,4,4,4,2,1,1,4,1,1,1,1,1,5,4,5,5,4,3,1,4,5,3,2,"Racismo,infância, educação ",1,12,1,3,1,3,10,12,1,1,1,2,2,2,"1","Sao Paulo ","8575270",2,5
"doctor","jobs","novice","left","Cecilia Machado","pardo","female",3,3,3,3,3,"R_1op5JQ4a4fO6WK2",13,1,25,2,3,2,2,1,1,1,2,2,3,3,4,4,1,1,1,2,1,1,4,2,3,5,1,"",3,NA,2,2,2,2,1,8,12,1,2,1,2,2,"1","Lucelia","17780000",2,3
"office","corruption","politician","right","Nicolas Duarte","black","male",3,5,1,1,NA,"R_1OriOB3d7xFmCC8",8,2,19,7,4,5,3,3,3,1,5,NA,NA,NA,NA,NA,1,1,1,2,2,1,2,1,3,4,5,"",3,NA,NA,NA,NA,3,10,17,12,1,2,NA,1,2,"1","Campos dos Goytacazes ","28140000",2,3
"office","generic","novice","right","Bernardo Teixeira","black","male",3,2,3,3,3,"R_1OSPa7EOzvnKWqH",17,1,14,3,1,1,2,5,2,2,4,2,2,1,1,1,1,1,1,1,1,2,3,4,2,5,1,"Baixa qualidade da Educação pública, questões ambientais.",4,11,1,5,7,2,3,6,1,1,1,1,2,8,"4","Barcarena","68445000",1,5
"office","jobs","politician","right","Cecilia Machado","black","female",3,1,1,2,2,"R_1OT5KEjhTGWEB2h",25,2,16,1,2,2,1,1,1,1,4,4,5,1,2,4,1,1,1,3,3,3,2,3,1,4,5,"Nao",2,NA,4,5,5,1,1,17,4,NA,2,NA,NA,4,"5","Umuarama","87505030",2,5
"pastor","generic","novice","right","Hector Amaral","black","male",3,3,1,2,1,"R_1ou8hCnIm9bhvMv",24,1,6,2,2,2,1,2,2,2,2,3,3,3,3,2,2,2,2,2,3,2,4,5,2,3,1,"",3,5,4,4,5,2,9,7,12,2,1,1,2,2,"4","Fortaleza","60192022",2,5
"professor","jobs","novice","left","Hector Amaral","white","male",3,3,2,2,3,"R_1ouK6OthAW3zzlA",5,2,4,7,5,5,4,NA,1,2,5,3,2,1,1,1,1,NA,1,2,1,2,1,2,3,4,5,"Infraestrutura, estudos ",3,5,3,4,4,3,1,17,12,1,2,2,NA,4,"3","Manaus","69018492",2,3
"office","corruption","novice","left","Olívia Mendes","pardo","female",3,2,2,4,2,"R_1OUlAJ14WaQlJWa",6,1,14,3,5,5,4,4,3,3,4,3,2,5,4,3,1,1,1,2,3,1,3,2,4,5,1,"",4,3,2,3,5,1,9,3,1,1,2,2,1,4,"3","Marabá","68500060",2,3
"pastor","corruption","politician","left","Hector Amaral","pardo","male",3,4,3,4,2,"R_1ouTJBrr1x5Zc7A",56,1,11,3,4,5,1,4,2,1,5,4,2,1,4,2,2,4,3,3,1,2,1,2,3,5,4,"Moradia",1,11,5,7,7,3,1,4,8,1,NA,NA,2,2,"1","Querencia","78643000",1,5
"police","jobs","novice","left","Bernardo Teixeira","pardo","male",3,3,2,1,1,"R_1OVtaRdjX5z4lkF",43,2,5,7,3,2,1,5,2,1,5,2,2,2,1,2,1,1,4,3,4,2,3,1,4,5,2,"",5,12,0,3,7,2,2,5,1,1,2,1,2,4,"4","Salvador","41290500",2,3
"doctor","corruption","novice","left","Olívia Mendes","black","female",3,1,1,1,1,"R_1OwoC4JLL17PYhw",40,2,25,3,4,4,2,NA,4,3,4,4,3,3,1,1,1,1,1,1,1,1,1,2,4,5,3,"",4,2,5,7,3,2,1,4,12,NA,NA,NA,NA,NA,"","","",NA,NA
"professor","jobs","politician","left","Bernardo Teixeira","pardo","male",3,3,3,3,3,"R_1OYJJYtv4rt6S4Y",28,1,7,5,5,4,3,4,3,3,4,4,4,4,3,3,1,1,1,1,1,1,4,1,2,5,3,"",4,11,6,7,6,3,4,1,7,1,2,1,2,2,"1","Brasília","71920540",2,5
"police","corruption","novice","right","Cecilia Machado","pardo","female",3,1,3,2,2,"R_1oyRJv5YYlLVDvC",31,1,19,7,4,4,3,3,3,3,4,4,4,1,1,3,1,1,1,2,2,2,3,1,2,5,4,"Educação básica de qualidade",2,12,NA,5,5,2,10,17,12,1,1,1,1,2,"1","Rio de Janeiro","21250371",2,6
"doctor","generic","novice","right","Olívia Mendes","white","female",3,3,3,3,3,"R_1P5hViB8AvLUuCP",6,2,25,2,4,4,3,3,3,3,3,2,3,4,4,3,1,1,1,3,1,1,1,3,5,2,4,"",2,3,NA,5,4,2,2,4,NA,NA,NA,1,2,2,"4","barueri","6419220",2,3
"doctor","corruption","politician","right","Olívia Mendes","pardo","female",3,4,1,1,1,"R_1P7XubBTwQPuf1i",6,2,25,7,4,3,4,4,3,3,4,1,2,3,3,2,1,1,1,2,2,2,NA,NA,NA,NA,NA,"",3,NA,NA,NA,NA,2,1,17,13,2,2,1,2,4,"4","São Simão","14200000",1,5
"captain","corruption","novice","right","Isabella Nunes","black","female",3,4,4,3,3,"R_1P8cjnDiYB06Gmb",13,2,12,1,3,3,3,3,4,3,3,4,4,3,3,4,5,4,1,2,3,1,3,4,5,1,2,"Educação",4,12,3,4,4,3,5,17,12,2,2,1,1,1,"4","Costa Rica","79550000",2,5
"office","corruption","politician","right","Nicolas Duarte","white","male",3,4,2,2,2,"R_1PbZTDKzekOSINR",13,2,17,3,4,2,NA,4,1,1,2,2,4,1,1,2,1,1,2,2,4,2,1,2,3,4,5,"Educação de qualidade ",2,3,2,5,7,2,3,8,12,2,NA,NA,NA,2,"4","São Lourenço da Mata ","54730-810 ",2,5
"office","jobs","novice","right","Isabella Nunes","white","female",3,2,2,2,2,"R_1Pc73Y2atOdSauL",19,2,6,1,4,4,2,2,4,2,3,4,4,4,4,4,2,2,1,1,5,1,5,2,3,4,1,"Combate a fome",4,7,NA,NA,1,1,3,11,12,1,2,1,2,2,"4","Meruoca","62130000",2,3
"doctor","generic","novice","left","Nicolas Duarte","black","male",3,3,3,4,4,"R_1PcTftNeJCX8zjx",45,2,12,2,4,4,2,4,2,2,4,2,2,1,1,5,1,1,1,3,1,1,2,1,3,5,4,"Educação ",4,9,NA,5,7,3,4,17,12,1,2,NA,NA,2,"1","Dourados ","79840-250 ",2,5
"captain","jobs","novice","right","Isabella Nunes","pardo","female",3,2,3,2,2,"R_1pESHAZbotNNw05",15,2,12,5,4,4,2,4,4,2,4,2,2,4,4,2,2,NA,1,2,2,1,2,1,5,4,3,"",4,5,6,7,7,2,1,4,12,2,NA,NA,NA,4,"1","Aquidauana ","79200000",2,5
"captain","generic","politician","left","Bernardo Teixeira","white","male",3,4,2,3,3,"R_1pFEWQDWcSiITon",56,2,5,3,3,3,4,4,4,3,5,1,2,2,1,3,1,4,1,2,NA,2,NA,NA,NA,NA,NA,"",1,NA,6,3,2,1,2,5,4,1,NA,NA,2,2,"3","Savador","41502-200",2,5
"office","jobs","novice","right","Cecilia Machado","black","female",3,1,1,1,1,"R_1pFJCseX4fs1P17",27,1,4,7,4,3,1,3,1,1,5,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,3,4,5,"",1,NA,NA,NA,NA,1,10,16,12,2,1,1,1,4,"1","Manaus ","69043-361 ",2,5
"police","jobs","novice","left","Nicolas Duarte","black","male",3,2,2,2,2,"R_1plYPv1URqxTHC7",32,1,25,3,2,4,2,4,2,4,5,2,4,4,2,2,2,2,1,3,1,1,1,3,2,4,5,"Escola",1,12,NA,7,7,3,5,11,1,1,1,1,1,4,"3","Guarulhos","7242050",2,4
"pastor","corruption","novice","left","Bernardo Teixeira","white","male",3,1,5,5,1,"R_1prQE8fQ1nmjvZf",14,2,13,7,4,5,4,4,5,4,5,3,3,3,4,4,1,1,1,2,1,1,NA,NA,NA,NA,NA,"Desempregado",3,1,2,3,4,3,8,7,16,1,2,2,1,4,"4","Montes claros","",2,2
"captain","corruption","politician","right","Bernardo Teixeira","white","male",3,2,2,2,2,"R_1pSRetkf5P06VVr",19,2,25,2,5,5,3,4,4,3,5,3,3,2,1,2,2,2,1,1,3,1,4,1,2,5,3,"Não ",2,6,NA,7,7,1,9,17,12,2,1,1,1,4,"1","Santo André ","9271400",2,4
"doctor","jobs","politician","right","Olívia Mendes","pardo","female",3,1,5,5,5,"R_1pxtATd5kG8TCYn",35,1,19,3,5,5,5,5,5,5,5,5,5,5,5,5,NA,5,5,5,5,5,NA,NA,NA,NA,NA,"Educação ",5,3,6,7,7,3,1,1,2,1,NA,NA,NA,4,"1","Rio de janeiro ","24470620",2,3
"police","jobs","politician","right","Olívia Mendes","black","female",3,4,2,3,3,"R_1pYlslxLv5Ttlng",10,2,25,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,1,1,4,1,3,5,2,"",3,NA,2,3,3,2,9,17,12,NA,NA,1,NA,1,"1","Paulínia","",2,2
"police","jobs","novice","left","Isabella Nunes","black","female",3,3,4,3,3,"R_1Q3HBQHzXRJHn65",16,2,14,7,4,4,2,4,4,4,4,2,2,3,1,2,4,4,2,4,4,2,1,2,3,5,4,"NO MOMENTO NÃO",4,6,4,5,5,3,3,17,12,1,2,1,2,4,"4","Paragominas","68629058",2,5
"office","generic","politician","right","Cecilia Machado","black","female",3,2,1,1,2,"R_1q3TlXQkpnGU4JX",48,2,19,2,4,2,3,4,4,2,4,1,1,1,1,1,1,1,1,2,1,3,NA,NA,NA,NA,NA,"desemprego, Desigualdade",5,5,0,7,1,1,3,11,1,1,NA,NA,NA,2,"1","Rio de Janeiro","20231006",2,3
"professor","jobs","politician","right","Olívia Mendes","white","female",3,4,3,3,4,"R_1q40LdA3uG2BSCV",30,2,9,2,3,1,1,4,2,1,2,1,1,1,1,1,1,2,1,1,1,1,5,2,4,3,1,"Educação ",1,12,0,7,7,3,3,10,10,2,1,2,1,1,"1","Goiânia","74055150",2,3
"police","jobs","novice","right","Hector Amaral","pardo","male",3,4,4,4,4,"R_1Q42hc9YnRLocsF",2,1,14,7,5,4,2,3,2,3,5,3,3,3,2,3,1,2,1,2,2,2,1,3,2,4,5,"",2,NA,NA,NA,NA,2,9,17,12,1,2,1,2,4,"4","Castanhal","68746-462",2,3
"doctor","generic","novice","left","Hector Amaral","pardo","male",3,1,1,1,1,"R_1Q4wVCncmvDUoaI",51,1,2,5,4,5,1,1,1,1,5,4,4,4,2,2,1,1,1,1,1,1,4,2,1,3,5,"",4,4,6,7,7,3,1,17,NA,NA,NA,NA,2,6,"2","Maceió","57042700",2,5
"captain","corruption","novice","right","Bernardo Teixeira","black","male",3,5,1,1,1,"R_1q9Bq2qvRVyadXn",10,1,13,1,1,1,1,1,1,1,1,5,1,1,1,5,1,2,1,4,1,1,1,2,3,4,5,"Não ",5,1,0,7,7,2,2,11,4,1,2,1,2,2,"4","Imbé de minas gerais ","37148-000 ",1,1
"police","jobs","politician","left","Isabella Nunes","white","female",3,1,2,1,2,"R_1Q9DyhnihaVgUa4",48,2,13,7,1,1,3,2,2,3,2,2,2,2,1,2,1,1,1,2,2,1,4,3,5,2,1,"educação",3,2,1,NA,7,3,2,3,1,1,2,2,1,1,"1","Belo Horizonte","30140131",2,6
"captain","corruption","politician","left","Hector Amaral","white","male",3,1,2,2,2,"R_1q9seqFy0HjneYB",52,1,16,2,4,4,4,2,4,4,2,2,4,2,2,2,1,1,2,3,2,2,1,2,3,4,5,"Educação",4,9,1,6,7,3,2,13,1,NA,NA,2,NA,2,"1","paranavaí","87706-180",2,5
"captain","jobs","politician","left","Olívia Mendes","pardo","female",3,1,1,1,1,"R_1Q9tjk0SODbU2n5",37,2,21,2,2,2,1,2,1,1,1,1,1,2,3,1,1,1,1,2,1,2,1,4,5,2,3,"educação",2,1,1,7,7,3,3,4,12,1,1,1,1,6,"1","Porto Alegre","90010272",2,6
"captain","generic","novice","left","Isabella Nunes","black","female",3,1,1,1,1,"R_1Qab01ySP1uipCq",9,1,7,1,2,2,2,2,2,2,2,2,2,3,4,3,1,1,1,1,1,1,1,3,4,5,2,"",1,1,5,4,7,2,1,17,12,1,2,1,2,1,"4","Brasília","72597-205",2,5
"doctor","jobs","politician","left","Olívia Mendes","black","female",3,1,1,1,1,"R_1QAR3cCE3evtmio",7,1,9,7,NA,1,1,1,3,1,1,1,1,3,3,3,2,1,1,1,1,1,NA,NA,NA,NA,NA,"",2,7,6,1,7,2,6,1,12,1,2,1,1,1,"3","Goiânia","0",2,5
"office","generic","politician","left","Bernardo Teixeira","black","male",3,4,2,2,2,"R_1Qasj4y6nomdqvO",11,2,20,7,2,2,2,2,2,1,2,1,2,1,1,1,2,2,2,3,4,1,NA,NA,NA,NA,NA,"Fome",2,12,1,6,6,2,10,4,13,NA,2,1,NA,11,"6","Sata cruz","59200000",2,3
"pastor","jobs","novice","left","Nicolas Duarte","black","male",3,2,2,3,2,"R_1Qbwnjysfd7e9Wx",34,2,25,7,3,1,3,3,4,3,3,1,2,1,1,1,1,1,1,3,5,1,1,3,2,4,5,"Nao",3,12,1,3,1,1,3,17,12,2,1,NA,NA,2,"3","São paulo","03572-025",2,2
"professor","jobs","politician","right","Bernardo Teixeira","white","male",3,3,3,3,3,"R_1QDDWGlPUQL4OAg",7,1,5,7,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,1,3,NA,NA,NA,NA,NA,"Saúde pública corrupção",5,1,NA,NA,NA,1,10,11,14,1,2,1,2,4,"4","Simões Filho","43700000",2,3
"captain","generic","novice","right","Nicolas Duarte","pardo","male",3,4,4,3,3,"R_1QF3GKZuYZ3lIdm",14,2,25,3,4,4,1,3,2,1,5,4,2,3,3,3,1,1,1,5,1,1,5,1,2,4,3,"nao",2,12,5,4,7,2,1,4,12,NA,1,NA,NA,4,"1","Itapetininga","1821605",2,5
"police","corruption","novice","right","Nicolas Duarte","pardo","male",3,3,1,2,2,"R_1qgroF5UVyu5Dqz",2,1,9,7,4,4,4,1,1,1,5,NA,NA,NA,NA,NA,1,1,1,1,4,2,NA,NA,NA,NA,NA,"Não ",2,12,4,1,7,3,1,12,8,1,2,1,2,4,"1","Goiás ","74965050",1,1
"pastor","corruption","novice","left","Nicolas Duarte","pardo","male",3,1,3,5,1,"R_1QhL2xu0As2ctZV",27,1,10,7,2,3,1,1,1,1,1,1,3,1,1,1,1,3,1,2,2,4,NA,NA,NA,NA,NA,"Nao",5,2,5,6,6,1,1,6,7,2,1,2,1,4,"4","São luis","65053p",2,4
"pastor","jobs","novice","right","Bernardo Teixeira","black","male",3,1,1,1,1,"R_1QiMUr19FFEGfZr",29,1,12,1,3,3,1,2,1,2,3,3,3,3,2,3,2,3,2,2,2,3,1,2,4,5,3,"",3,12,3,6,6,2,10,17,13,NA,2,NA,NA,2,"1","Campo grande","79022100",2,4
"office","generic","politician","right","Isabella Nunes","pardo","female",3,1,1,1,1,"R_1QMgcOWSUjSLu0m",12,1,7,1,3,4,1,2,1,1,2,4,2,2,2,2,2,1,2,3,2,1,NA,NA,NA,NA,NA,"Corrupção",3,1,4,1,1,1,1,17,12,1,2,1,2,1,"1","Aguas Lindas","72922372",2,3
"professor","generic","novice","left","Hector Amaral","black","male",3,2,2,2,2,"R_1QMZhcG1B37Esqc",48,1,25,3,2,2,2,2,2,2,3,2,2,1,1,1,1,1,1,1,1,2,1,2,3,5,4,"",2,5,3,4,4,2,1,17,2,1,NA,1,2,2,"1","campinas sp","13056003",2,4
"office","jobs","novice","left","Cecilia Machado","white","female",3,1,1,1,1,"R_1QN0Xa49cGNXkRt",35,1,4,3,1,2,1,1,1,1,5,1,1,1,1,1,3,1,1,1,1,3,NA,NA,NA,NA,NA,"Justiça Atuante e Honesta",1,12,6,1,7,2,1,17,17,1,1,1,2,5,"1","Manaus","69022380",2,6
"office","generic","politician","right","Olívia Mendes","black","female",3,1,1,1,1,"R_1qWgcBVEKRAT6yo",6,1,15,3,5,5,1,1,1,1,5,4,5,5,4,5,1,1,1,NA,NA,2,4,1,2,5,3,"",3,3,5,1,7,2,1,2,12,1,2,1,1,4,"1","João Pessoa ","58037313",2,5
"pastor","corruption","politician","right","Hector Amaral","black","male",3,1,2,2,2,"R_1qWhw006RiPoXhw",27,1,16,2,4,4,4,4,4,3,4,2,4,3,2,4,1,1,1,2,2,1,1,2,3,5,4,"",2,6,2,6,7,3,1,1,12,2,2,1,2,2,"1","Curitiba","80210-150 ",2,5
"office","jobs","politician","left","Bernardo Teixeira","black","male",3,2,3,3,3,"R_1r24teCrWb3jRnS",11,2,25,1,3,4,1,1,4,3,4,2,2,1,1,1,1,2,2,3,5,1,5,1,2,3,4,"",3,6,NA,NA,NA,2,11,17,12,NA,NA,1,NA,1,"3","Osasco","6150340",2,3
"office","jobs","novice","right","Isabella Nunes","black","female",3,3,2,2,3,"R_1r7ZpqPkkjxRpJL",51,2,25,3,4,4,5,5,5,5,5,4,4,4,5,4,1,2,1,3,4,1,1,2,4,3,5,"Não ",5,2,6,7,1,2,9,4,2,1,2,1,2,2,"1","Santos","11086-400",2,5
"captain","jobs","novice","left","Olívia Mendes","black","female",3,2,4,4,2,"R_1rAkgg0caExL5ga",33,1,5,3,2,2,2,5,2,2,2,2,2,2,1,1,2,2,1,1,2,2,5,3,4,1,2,"",4,10,0,5,7,3,3,5,10,2,1,2,1,7,"3","Salvador","40283560",2,5
"doctor","generic","novice","right","Olívia Mendes","black","female",3,4,3,3,3,"R_1rctyknAtRnzdrC",42,2,13,7,3,NA,1,3,1,1,3,3,3,3,2,3,1,1,2,3,3,1,1,3,5,4,2,"Politicos",3,9,3,NA,4,1,11,16,12,1,NA,NA,NA,1,"1","Ouro preto","35400000",2,6
"doctor","corruption","politician","right","Nicolas Duarte","white","male",3,1,5,5,5,"R_1rekh6jIh8oNBOC",30,2,14,7,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,"Educação",3,12,0,NA,NA,1,10,17,12,1,2,1,NA,2,"4"," Canaã dos carajás","68537000",2,3
"captain","jobs","novice","left","Olívia Mendes","pardo","female",3,3,3,4,4,"R_1reUP7humx3FuIO",9,1,21,3,3,3,3,3,3,3,3,2,3,3,4,3,1,1,1,1,2,1,1,4,2,3,5,"Racismo e Preconceito",3,12,1,5,7,2,3,2,12,1,2,1,2,2,"1","sao borja","97670000",2,5
"pastor","corruption","politician","left","Hector Amaral","white","male",3,1,2,2,2,"R_1RkNkOeiSkweElH",33,1,19,7,2,1,1,3,2,1,5,1,1,1,1,1,1,1,1,1,1,3,1,2,3,4,5,"Educação",2,9,5,5,7,3,1,5,12,1,2,1,2,2,"1","Resende","27521000",2,5
"office","generic","novice","left","Isabella Nunes","pardo","female",3,4,3,3,4,"R_1rownNy5OWZPeF8",9,1,13,7,4,4,4,4,2,2,4,2,2,3,3,2,1,2,2,3,4,1,1,3,4,5,2,"",2,5,4,5,7,2,9,2,5,1,2,1,1,4,"1","Montes Claros","39401020",2,5
"professor","corruption","novice","left","Hector Amaral","white","male",3,5,4,4,4,"R_1Tb9fP1gQFmDVTP",53,1,7,3,4,1,2,2,4,2,2,1,2,3,4,1,2,1,1,2,1,1,1,5,3,2,4,"Educação, racismo, meio ambiente.",4,3,1,5,7,3,3,1,1,NA,NA,2,NA,1,"1","Brasília ","73252-200 ",2,5
"police","corruption","politician","right","Cecilia Machado","black","female",3,2,2,2,2,"R_20Zq6oRuEZceFc3",7,2,19,7,5,4,4,2,1,1,5,1,2,3,2,1,1,2,2,1,4,3,1,3,2,5,4,"",2,6,0,7,7,3,2,14,12,1,2,1,1,2,"3","Santo Antonio de Padua","28470000",2,3
"pastor","jobs","politician","right","Hector Amaral","white","male",3,3,3,3,3,"R_215GPq9BqJbG1fI",25,2,25,3,3,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,1,3,4,5,"",3,6,3,4,4,3,1,17,12,2,2,1,1,4,"4","Osasco","6124190",2,3
